,Activision_Blizzard_final_fft,Activision_Blizzard_fft_absolute,Activision_Blizzard_fft_angle,ATT_final_fft,ATT_fft_absolute,ATT_fft_angle,CBS_final_fft,CBS_fft_absolute,CBS_fft_angle,CenturyLink_final_fft,CenturyLink_fft_absolute,CenturyLink_fft_angle,Comcast_final_fft,Comcast_fft_absolute,Comcast_fft_angle,Discovery_Class_A_final_fft,Discovery_Class_A_fft_absolute,Discovery_Class_A_fft_angle,Dish_final_fft,Dish_fft_absolute,Dish_fft_angle,Electronic_Arts_final_fft,Electronic_Arts_fft_absolute,Electronic_Arts_fft_angle,Interpublic_Group_final_fft,Interpublic_Group_fft_absolute,Interpublic_Group_fft_angle,Netflix_final_fft,Netflix_fft_absolute,Netflix_fft_angle,Omnicom_Group_final_fft,Omnicom_Group_fft_absolute,Omnicom_Group_fft_angle,Take_Two_Interactive_final_fft,Take_Two_Interactive_fft_absolute,Take_Two_Interactive_fft_angle,TwentyFirst_Century_Fox_A_final_fft,TwentyFirst_Century_Fox_A_fft_absolute,TwentyFirst_Century_Fox_A_fft_angle,TwentyFirst_Century_Fox_B_final_fft,TwentyFirst_Century_Fox_B_fft_absolute,TwentyFirst_Century_Fox_B_fft_angle,Verizon_Communications_final_fft,Verizon_Communications_fft_absolute,Verizon_Communications_fft_angle,Viacom_final_fft,Viacom_fft_absolute,Viacom_fft_angle,The_Walt_Disney_final_fft,The_Walt_Disney_fft_absolute,The_Walt_Disney_fft_angle
91,(17.006799516186184+11.73743008016016j),20.663941895737103,0.6040920539618139,(1.7241250722722183+31.669691022354314j),31.716587721825107,1.5164091599246308,(10.759365974004485+123.91616961802194j),124.3823984692567,1.4841857646298482,(42.3512223670584+16.674475536216576j),45.51553768101518,0.37507991230601834,(30.517721239831527+21.683113076730983j),37.436462204251704,0.6177441638461001,(7.468074437234222+249.58118258246822j),249.6928890358382,1.5408828264826708,(20.12499250955356+65.27071683581848j),68.30286816650663,1.2717139463762859,(58.857740755369505-13.900563946498934j),60.47693217134108,-0.2319225525418686,(1.9754189555276183+54.52579205990121j),54.56156412539365,1.534583091095195,(-1127.299515960928+1062.7174236140775j),1549.2490184404458,2.3856752582750698,(-169.42943678664773-13.332155910601017j),169.95317128863832,-3.063065917774707,(28.05984226927936+12.591506489252929j),30.755500058456786,0.4218036237640715,(7.604230761861932+91.17822553373986j),91.49477109081796,1.4875892505011488,(16.211175306041525+84.9645925509868j),86.49730742721655,1.3822631504893879,(-52.6010420410303+91.60494091565981j),105.63301957230874,2.0920413685385366,(2.3655732530527622+181.72846705893008j),181.74386283009449,1.5577799860202453,(23.71360669837668+175.0837780236393j),176.68238302014237,1.4361740423990599
92,(-34.154447240403634+9.224437298962378j),35.37819257367459,2.87780614207296,(-1.5081140155172221+1.7595495013600662j),2.317417168214635,2.2793992482485756,(-50.78595904155675+88.84375577931466j),102.3348746847583,2.0900959955571454,(-54.13300618790134+7.552303734119837j),54.65729274883421,3.0029735552577175,(7.239794849259163-15.30023496355141j),16.926660019012626,-1.1288324097072209,(-77.0860677014523+286.3175222486127j),296.51304419916795,1.8337929503553274,(-98.33804675184919+134.93852348605427j),166.96938809124651,2.2005658841498197,(11.946307462214932-115.30236452728329j),115.91958215747798,-1.4675561723999624,(-46.394360165431166+14.091566540584939j),48.48720349460751,2.846713268225855,(-471.369052402498+661.2418769827991j),812.0527097661605,2.1900972794322446,(-182.29342105863208-74.69359333050053j),197.0025995916854,-2.752714799702767,(20.701009167593362+50.22466590987308j),54.32355701088756,1.1798443493179376,(-33.68258891810834+57.946774616638564j),67.02496165383299,2.097328198317754,(-28.68334134029281+40.933878190441234j),49.98316170625495,2.182007875974327,(-25.464195321170877+7.5853005082789835j),26.56994593813917,2.8520810082577794,(-50.94055769326633+180.41370167466764j),187.46744829451583,1.8459866970757364,(-68.03396825136716+88.46011705147401j),111.59665382433523,2.2264047643800384
93,(-0.2917591953067671+58.64622714484035j),58.646952876959055,1.5757711871152928,(9.564630742799693-57.34949819822793j),58.141612506316484,-1.4055393926278745,(-9.545190711073445+53.74871505736897j),54.58969716007779,1.7465531351581702,(-2.186780949584488-80.79033679845885j),80.81992657092606,-1.5978570772316074,(54.98815413911217-24.152431357185577j),60.05861333805768,-0.41386134667831237,(-119.54178052549247+193.19375489975343j),227.1872888686139,2.124900401171012,(-83.93512644997583+54.702581980010756j),100.18721439112493,2.564006055222189,(-47.973651970886095-103.98454034360711j),114.51749173770337,-2.0030517724054637,(-8.064697917254442+7.31200378344503j),10.885988784932794,2.4051057473998907,(-1053.2690785042655+434.43553516031926j),1139.3462976388073,2.750387874082559,(-81.60202131830044-7.566911183501404j),81.95210813695618,-3.049127618886811,(88.13399215451031-1.874871261432747j),88.1539319335118,-0.02126975613964834,(-8.562454059375881+44.44345546531165j),45.26075952981857,1.7611238569028125,(-0.9935994494655347+44.682480318912596j),44.69352623497043,1.59302955376629,(25.79433176180632-60.90766193287724j),66.14446940725878,-1.170197756557781,(-71.9959211040412+139.5450945287694j),157.02307493697387,2.047108948143205,(1.3723859452190652+87.0067148834962j),87.01753776107799,1.5550243010565095
94,(54.926146086656146+33.18804782363118j),64.1742007529219,0.5435242919341204,(-4.007774852022734-50.919225713642504j),51.076705126127486,-1.64934287448166,(92.1017278338536+29.332350130904665j),96.65979016211047,0.30832147504466134,(13.131478975356906-28.85588143156855j),31.70327480360638,-1.1437332457862248,(67.8970928625911-25.382148910088954j),72.48633459132313,-0.3577468315122017,(18.673589103739936+172.743784765808j),173.75016001497988,1.4631145506866974,(76.92360927219109+9.67726015058242j),77.5299363309604,0.1251460657665356,(93.9227234732404-60.25314388001202j),111.5881684232527,-0.570389547568971,(41.19453766946807+17.498664333864504j),44.7570462304036,0.40168529060147784,(330.79835919693795+97.08456580908131j),344.75058718691724,0.2854696476796927,(125.84102998132431+0.16049473346411247j),125.84113232691462,0.0012753761350214454,(71.43564653079437-65.19244617813223j),96.71146071671785,-0.7397350764227532,(45.34129756108766+20.084142788573374j),49.59038269740311,0.41697966421114757,(35.40554289361281+14.709595959090759j),38.33959677502042,0.3937627331180714,(-3.7671517995179506-48.85569664186595j),49.00071965841566,-1.6477517810078726,(69.40334123826425+86.93023714091503j),111.23708870880553,0.8970441213296164,(92.18706535765071+65.56869082560478j),113.12695627408841,0.6182410776867434
95,(24.517868409429802-23.193259743107138j),33.74986176050726,-0.7576421965317118,(-100.21342564658389+37.24150863007627j),106.90959098634436,2.7857868456933303,(-29.799910976089034+130.01545279429044j),133.3868533982536,1.7961074737815539,(-25.305141486223942-4.818495677604242j),25.75981533770968,-2.9534295426357744,(-4.208219970664702+69.59365213096169j),69.7207682993153,1.6311912340938504,(-46.32021708153735+180.19484309462325j),186.05306766720253,1.8224050947697679,(-44.86123358687284+35.0149065801758j),56.90847003526282,2.478845679913957,(53.39798896441626-25.183628290327974j),59.03863446345391,-0.44068800252677853,(-16.735900984099928+14.596463940413681j),22.20691651971056,2.424370681968543,(-277.6672304537967+749.1538491135225j),798.9559315190596,1.9257400579392345,(47.876350507019396+50.19955476325026j),69.36959158233194,0.8090815530082962,(-33.639756786271214-93.70905458120241j),99.56415091358059,-1.9154493992656874,(-73.45919064378842+67.78305677154955j),99.95396678139174,2.396360101098171,(-75.8799344357134+61.22387161667069j),97.49936874515004,2.4626876468541767,(-34.73547839228878+35.8861317142011j),49.94364732926652,2.33990271327766,(-83.51496318267766+155.25032478320648j),176.28786804739315,2.0643313148602513,(-63.79814635847275+181.63388552365254j),192.51252387623106,1.908580592844453
96,(-43.15846827100097-14.49183581456538j),45.526549273751435,-2.817639940849218,(6.8414311343300085+45.24424545119328j),45.758572163187125,1.4207221616329193,(23.666095960210328+30.68187298116633j),38.748695818444105,0.9137781455426415,(12.338989864950321-99.48238444624457j),100.24467809314243,-1.447394644717185,(15.262086324053797-74.68654743353615j),76.2299917782018,-1.369223004235089,(34.72537802169899+138.2490736667988j),142.54353106499732,1.32470754950634,(10.076889123548568-41.970578934646525j),43.16333155026018,-1.335162356091235,(57.40327473652431-107.1794048023131j),121.58355466203061,-1.0790905614529926,(43.711428765129874+2.167441718822768j),43.76513233492522,0.049544662248783254,(-28.371688447755048+112.74655698977249j),116.26151047713294,1.8173191309229038,(184.55771509036882-6.550520078950481j),184.67392753900722,-0.03547817799317857,(-47.0929564765091-37.90784143685101j),60.45453657170667,-2.463835980662413,(11.284790213971974-10.356404821594746j),15.316710188617806,-0.742525461167861,(15.936824615716702-9.51575561777404j),18.56157277305218,-0.5382787589894346,(25.63542549429718+85.21898706821607j),88.99129618792188,1.278589024837764,(-1.3559943204388105+86.40064426941835j),86.4112842791243,1.5864893001143483,(29.113866024611298+94.80946027941009j),99.17888360619943,1.2728589925561937
97,(0.49398676592484314+23.275148075977004j),23.280389620527508,1.549575726505356,(0.3367031804105878+5.313420636991019j),5.324078126521121,1.5075125022555762,(-0.5945193775660389+50.88566457028659j),50.88913746616287,1.582479230686239,(-35.37728760759654-76.50430722402871j),84.28796771959314,-2.003932376344518,(-67.49877989476128-62.65954337832834j),92.09942271079684,-2.393356989254831,(-54.43615476822387+119.84290179106415j),131.62680599198885,1.997161752085987,(14.684811851908943-13.84996568477876j),20.185768466806373,-0.7561493604490456,(54.403264804621564-145.22402793336846j),155.0797649939977,-1.212362233631585,(-6.96346827966459+25.023319172629577j),25.974148549994588,1.8422085849943188,(-86.75115795315999+732.4756683332088j),737.5949892091153,1.6886827259178245,(158.66413886508337-127.747684972645j),203.70022085817337,-0.6778704525307426,(5.6487046925807896+14.27648375705158j),15.353366183653076,1.1940326111417774,(-13.487172049514115-2.625664418482593j),13.740375669234094,-2.9493189751266287,(-18.710746038803215-2.209668752203246j),18.84077103844356,-3.0240408832693895,(20.22231647261578+14.848910911687707j),25.088488172503855,0.6333663607294506,(-22.63200645334881+97.25712955262082j),99.855680684274,1.7994302007230079,(-33.03093258143751+87.4194030645786j),93.45156253036502,1.9320583894748888
98,(33.803374403230265+19.623381877882704j),39.086381738019426,0.5259694247979816,(46.968842366632174+75.42816985554586j),88.85651895622863,1.0138553193740316,(-43.667236105261274+125.99466418511324j),133.34722686352382,1.9044211707919017,(33.10893640530275+84.5876751680434j),90.83653703342509,1.197712121329782,(-57.196263631634444-6.69820567911114j),57.58713860523985,-3.0250145098306715,(-43.73284275113323+103.43809918513044j),112.30316958184319,1.9707956366870314,(-15.638614405091765+68.66425736913227j),70.42262775958861,1.7947312782179836,(2.8983556670842106-22.575105055508523j),22.760400564141346,-1.4431075954913828,(-9.157404748319347+13.975767759497359j),16.708684753503118,2.1508425168384635,(443.0676595825947+245.24805746096834j),506.4144159247211,0.5055438422058741,(131.47101409225135-140.39887019094775j),192.3446653727094,-0.8182250761224786,(4.586916163662309+15.795081597269963j),16.447626046237882,1.2881685460533698,(-0.11399294697988438+39.295861375648585j),39.29602671576544,1.5736972080387386,(1.343318580378682+42.55733870068747j),42.578534287753754,1.5392418933579608,(43.244015765094915+57.22485265419251j),71.72676390850086,0.9236661459963396,(-5.614392392330199+107.79844334437138j),107.94454960489993,1.6228316251889456,(-34.12098499801691+142.62048638268925j),146.64530252711728,1.8056256251542635
99,(-4.2166382330697445-23.51938111369053j),23.894378543071763,-1.7481952167630657,(60.812672725847875-8.384124715115872j),61.38790362359427,-0.1370043669999814,(-10.535461988111365+92.19163885281445j),92.7916711438624,1.68458056795561,(94.23363549463761-1.9033099473590294j),94.25285484955849,-0.02019503102209156,(-36.31715144948062-0.9215762011145896j),36.32884242718137,-3.11622231394552,(58.582279220988+110.20258886154366j),124.805825306803,1.0821994778882686,(-65.50399539906599+37.14307678895822j),75.30193600825483,2.6257646677706137,(-53.166160550618656+2.2888916096972753j),53.215408036536765,3.098567559348584,(-11.610264776063033+36.749428778592375j),38.53983346776583,1.876803415387933,(415.91710770371435+1236.7989862304523j),1304.859675528866,1.2463915122075961,(2.572355227792741-262.349777033644j),262.36238777885194,-1.5609915812871593,(17.071835904192724-27.036613768318755j),31.97539781139442,-1.0075837216142858,(-26.398378018099294+24.009274851468j),35.68360465087295,2.4035546928538603,(-23.71411790936466+14.727700433704914j),27.915310284576844,2.5858373858894996,(54.05890277445033+50.58996393956989j),74.03856711595961,0.7522619316559197,(44.50300735881308+118.35973927553255j),126.44977479359389,1.2111511172539013,(17.130000652570743+134.65104257636918j),135.73628913912543,1.4442583155711166
100,(-12.988400465643206+5.173415830034273j),13.980800334972596,2.762543620118247,(8.007702335443394+7.622176239557959j),11.055354689920513,0.7607371952020795,(19.16499105834026+20.188191439844992j),27.83630643383013,0.8113927549639062,(45.69473274525666-26.255549762162637j),52.700687794124946,-0.5215230272275355,(-28.46155053087117-40.66758398431494j),49.637810646145965,-2.181427255790155,(-23.703058724904544+107.6413958687164j),110.22025720112428,1.7875411417671767,(-12.249322727984133+26.834122246729898j),29.497729133727447,1.9990284861603849,(56.61285259314562-47.054405262542424j),73.61475486167711,-0.6934549783678929,(6.069224758380672-9.340258964441329j),11.138937412992657,-0.9945674013620618,(-321.1629796296386+712.9206400489777j),781.9216703049173,1.9940569169153997,(-69.1354520606792-281.21064009645784j),289.5844174590443,-1.8118646934096678,(-26.088047690133173-29.46706399488721j),39.35599182794712,-2.2954465475214065,(-5.9092830207818166-11.439628684417864j),12.875741930353227,-2.0476059603212913,(-11.602190538684194-18.330502413665968j),21.693735133290136,-2.135088148143995,(10.227230152745427+2.284390191595726j),10.47924974149791,0.21975627833775305,(7.39040627056227+76.71916538872924j),77.07430468571971,1.4747620087836733,(-57.149258831634015+19.616496517109404j),60.42222042105755,2.8109435970503607
101,(57.6559709541654+46.45642405201938j),74.04330032061381,0.6782385382296998,(33.01559163030514+37.508793339418276j),49.969379308515165,0.8490234892269338,(13.896426634541202+42.494457942079336j),44.708943501276515,1.2547408528183739,(116.11174450140001+12.653448206179814j),116.79917363862157,0.10854812266057771,(-9.085506992353515+33.45418274399515j),34.66595996617903,1.8359807770754468,(47.56599661953879+146.04869987497617j),153.5993058889943,1.2559442146860567,(23.238353346963542+49.14723807606258j),54.364253667124935,1.129118926992983,(159.91825751804237-47.39866261323236j),166.79473104726642,-0.28814440425532606,(-4.766998961029184+15.28047097234306j),16.00678206983128,1.8731953191802038,(127.88410629398994+749.2264142193992j),760.0622108792617,1.4017373783862164,(-60.459161806977576-178.13780009877786j),188.1180110208335,-1.8979928430670827,(21.788775977761844+54.54219357711082j),58.73330944883083,1.1907341872926736,(-1.5326535034830826+54.10021352962087j),54.121919133677366,1.5991186489002818,(3.877866262466779+46.759335514770456j),46.919860448774266,1.4880532265479132,(27.640986779975876+108.72834179379569j),112.18679271375602,1.321849274494676,(21.288619835704466+135.83973242537647j),137.4977753998479,1.4153421340314225,(33.25264069090917+130.82477797086844j),134.98466818141137,1.3218903136152462
102,(39.57832618718744-9.389189591093709j),40.676784348777005,-0.2329247582590245,(19.68176308200151+1.2093909168948198j),19.71888496862602,0.06137012339983119,(-15.645678774372442+28.425578339699353j),32.4468915037671,2.0739530799089727,(-39.41555191736316+51.4968780977261j),64.84993590407329,2.2240788606788264,(-19.69266268127123+37.97599823648526j),42.778235184914585,2.049177901639187,(-7.464302610651401+218.44940102414895j),218.57688949491626,1.6049525186559903,(-1.7199883014545776+9.00473776401169j),9.167533035433188,1.7595321884137534,(34.141472711319125-68.09878887422178j),76.17798372911678,-1.1060676005977041,(-1.05600901529926+34.55506153367455j),34.571193682550614,1.6013470018102867,(171.81227367643152+691.8500051553206j),712.8645642892359,1.3273830173175802,(-72.63215355337002-81.92005734732984j),109.48207855895927,-2.2961711046610755,(1.5139020752198462+23.864774851705654j),23.9127450999662,1.5074445365761127,(27.53058403840305+6.693942093996409j),28.332700511129357,0.23851719072733354,(27.425130071271838+4.554680406369278j),27.800771086974244,0.1645747892508537,(-14.3786052372609+79.61867772125242j),80.90660127980685,1.749463952605602,(6.568759595354521+78.19691306548707j),78.47232515729927,1.486990282862022,(38.62796777361845+107.38366669751036j),114.1199884670591,1.225489342987184
103,(-29.23940687957616-22.65587934475859j),36.98961723989131,-2.4823821838604077,(-66.86535800316759-6.332377957596428j),67.16453760348254,-3.0471708449567645,(-18.610745449947444+99.25708262173399j),100.9867728803157,1.7561446900244444,(-75.01731652240349+25.194313194414764j),79.13501876894156,2.8175818372760175,(-43.36133109599842+20.32163198586406j),47.88709388745253,2.7033315746274185,(-44.51343557188805+217.60074791883827j),222.10702699655954,1.7725771606287921,(-76.76543820124775+5.97377655692631j),76.9975227431485,3.063930598939569,(-18.6475146686559-125.51100552186402j),126.88870048364085,-1.718290134974787,(-6.598428770295539+34.93496923968111j),35.55265585035989,1.7574746366584284,(191.69944986545934+969.8619070360286j),988.6257116817678,1.3756552041993162,(-110.86032164769313-29.77578865348802j),114.78940937981676,-2.8791970376687326,(-13.651372029644989+69.76227315645282j),71.08540436859954,1.764038620128693,(7.001484600863752+4.707799980470053j),8.437071012635018,0.5919615087964079,(-0.2511769890347244-1.0108048649666337j),1.041545176581777,-1.8143552549709066,(-35.324719478529104+42.04385170736343j),54.913762142358635,2.2695660848169554,(-45.83928777384581+89.78490779215218j),100.80957281359107,2.042844764241703,(-44.76544245617379+115.61667183809442j),123.98048090411095,1.9402097296734784
104,(-27.160416861100973+83.05319631970312j),87.38147208068725,1.8868580828927268,(4.277698920390016+26.52154148653341j),26.86430477186072,1.4108820666652087,(56.251175271926684+151.2596475364901j),161.38053071029427,1.2147595171978502,(25.912500945450425+56.88137336362475j),62.505586478170486,1.1433338292596302,(-5.6197924263059384+100.02172963004406j),100.17948125789232,1.6269230308394325,(23.655725833660874+157.46610733009805j),159.23306290595332,1.4216839784632795,(0.4957528151476396+7.108975867541361j),7.126240856090415,1.5011728643437021,(20.75175756527438-41.812275778417245j),46.67870872055417,-1.1101068579108657,(20.30269397948847+33.142918981578774j),38.86711285192472,1.021178037682138,(-343.5349622430584+1051.5257614193326j),1106.2200039828635,1.8865663340306422,(4.048201605394844+72.86939564266608j),72.9817563337943,1.5152991643698481,(104.18842210461861+48.12595596583078j),114.76643646238766,0.4327162549405319,(2.931473970208904+47.276331835239624j),47.36713091832462,1.5088683930953577,(12.810880131357965+44.8730078816398j),46.66589210639533,1.292702284791193,(14.92600808274092+56.891400745687136j),58.816810488944554,1.314219301763828,(48.91802843280412+83.0768340892991j),96.40920012142804,1.0386314767977785,(18.51462825567087+143.71199078722492j),144.89971620218276,1.4426705955745505
105,(45.92283326294819+94.1991579243832j),104.79688911680265,1.1171922510929038,(52.20891497022927+42.72496734703974j),67.46253506335381,0.6858279713183082,(55.22325824463354+143.22277063161206j),153.50039178630408,1.2027859666399956,(91.17700509577531+2.1636643492264924j),91.20267376371787,0.02372592017310003,(49.953782296969564+91.09555823626724j),103.89312343052444,1.0692078555239548,(75.23606725883153+244.43130992723007j),255.74817905376574,1.2721986084939834,(3.030093356568358+49.474133968486164j),49.566837680865184,1.5096267232724698,(70.51033710524271-53.76862942282392j),88.67227948295867,-0.651493559472594,(-9.441044192889166+32.4191622609646j),33.765891031554865,1.854176911944837,(80.0172187619616+621.1593427036713j),626.2920120251068,1.442682722492439,(108.48863850091294+155.22805508872904j),189.38197847316746,0.9608100775699746,(31.024185003766164-10.439182311174685j),32.73341690801392,-0.324584640191297,(14.613758737988192+54.19385192994681j),56.12963149226196,1.3074040902156379,(19.34991415866706+47.40326534217729j),51.20047600412179,1.1832428183907477,(-5.519847429061912+49.387665685146835j),49.695173180782376,1.6821001155712711,(58.09499399462658+152.2308473107859j),162.93943414715636,1.206230716742942,(-0.18893331667388225+140.34062882602825j),140.34075600153784,1.572142574165416
106,(28.881005003782114-20.913628481958906j),35.65799077780309,-0.626738296417542,(-54.13443010762896-28.583391951622293j),61.21721014990663,-2.6557908043202167,(-57.13118399302261+103.52128862661944j),118.23971153280293,2.0750806979154968,(-59.50942227059924-99.74492517683123j),116.14827350207214,-2.1087239060970835,(-28.084219061159793+46.38360759622969j),54.223264508107846,2.1152334849376255,(-50.488702856140065+149.63759831980565j),157.92567855486678,1.8962082680431054,(-86.64734178468665+41.002176014927706j),95.8589603339793,2.6996078139853603,(5.000247554515405-145.03548011573548j),145.1216488605623,-1.5363339464885113,(0.7795183147240312-14.740533225317204j),14.761130328320748,-1.5179629007876616,(35.09385083295794+702.9877508135578j),703.8631657930331,1.5209167353341824,(59.29076012270092-30.715250053150978j),66.77440244401481,-0.47797875286624897,(-7.997659001947326-77.29505580148349j),77.70771004775443,-1.673898655963975,(5.6942370896262675+13.68000754575554j),14.817791417239073,1.1763644044784702,(0.9534393906353102+9.802684958104592j),9.848943042756673,1.4738382179633813,(-44.520109359002305+30.15911970135314j),53.7737169860711,2.5461776058317334,(-36.81523202293998+90.54103978549084j),97.73966029376581,1.9569911807849527,(-84.37746975523531+88.02408144868059j),121.9335733798514,2.335045794129798
107,(-28.72063819658696-13.887378304303567j),31.90194875843937,-2.691205159377615,(-10.513523748277347+1.5526854392303422j),10.627559159035044,2.9949679316559235,(-13.942608411757188+166.73883359129985j),167.32075470996054,1.6542216885660035,(-30.6879814216178+49.69890357034746j),58.410043826625014,2.123968295259693,(27.40389702753491+73.58122975074781j),78.51860253422797,1.2142802357535918,(-35.53455306165817+134.8691692846051j),139.47185122744756,1.8284158835206679,(27.794456277331612+58.417489991784265j),64.69261887335149,1.1267036366029162,(-18.926918080968985-41.73823672586842j),45.82912428825519,-1.9965297703276772,(9.673203216344442+11.698212012438322j),15.179559438687695,0.879869256183736,(91.30458218177509+1035.777061828697j),1039.7935605387624,1.4828727899341043,(114.57206424580706-77.79085883185245j),138.48529027785779,-0.5964711887981736,(-3.820156864783468+46.072584784367336j),46.230689668057835,1.6535231414904334,(47.320362620999916+37.82048123152737j),60.577268997266955,0.6742793494933303,(47.72264181236672+31.46173876043496j),57.16022697104437,0.5828589731996391,(-9.114915908187054+11.143126921603397j),14.396213724597306,2.2564082116598634,(67.73918717364904+202.04947919056406j),213.1022982516257,1.2473124252975523,(7.851130986912583+159.62905234427407j),159.82200915426088,1.5216523310929908
108,(-23.958324915010223+17.654166006861793j),29.760223623673163,2.506547971272519,(32.29370407931404+18.12137927289204j),37.030632048539296,0.5113578676614873,(-42.72720197296189+33.32845549167672j),54.1885572228949,2.4791483462006227,(9.343014122683286-33.96147845879522j),35.22320161489968,-1.3023313623501191,(-21.821222575234515+33.348548878394084j),39.85337459955635,2.150215061481702,(17.968004269510715+164.55992092121053j),165.5379616614395,1.4620389489929182,(26.16733262464166-51.85315357978894j),58.08165659532977,-1.103441195127827,(83.68038752330338-101.17294634107405j),131.29498211045262,-0.8797466046134703,(-40.200825830591235+5.252958212591282j),40.542569817967404,3.0116608879490183,(-268.66970336701485+833.2328606413308j),875.477246740231,1.8827133365798074,(115.52425471045933-196.507350348833j),227.94953864293316,-1.039330535249047,(52.111086112400045+48.07839691709208j),70.90202779844468,0.7451692552898015,(-3.380621019953466+5.898416168260372j),6.798522764141235,2.0912319981588907,(-7.246459714071904+1.6662431606470975j),7.4355594717593565,2.915582272312005,(29.824774262423716-7.37860284785363j),30.723947334138003,-0.2425286482444655,(-5.368294372835976+99.3474183696054j),99.49235207380933,1.624779396880385,(-23.898062587111326+82.1026008515183j),85.50996703309634,1.8540456087892803
109,(44.401350634110855+4.13187836713733j),44.593187338135785,0.09279026334918469,(23.835407324627802-9.33824158089094j),25.599402300717905,-0.37340035430151003,(9.356741537494177+77.29455347962943j),77.8588248679285,1.4503294279584273,(63.20417809132047-87.6625676241593j),108.07170717009913,-0.9461189998299778,(22.168605198954783+4.815977372444934j),22.685693608947172,0.21391919967291206,(21.008274937817127+216.48305320841007j),217.50002285585677,1.4740557427040601,(32.331462598865656+43.18833998957744j),53.94957075674637,0.9281818593640973,(93.39829318470956-160.31511422786843j),185.53753533910992,-1.0432752218479606,(-3.388014211481595+1.6724784695676593j),3.778336211663625,2.6830414361898756,(-54.296837234567874+556.5858937412743j),559.2280426136106,1.6680420046759232,(73.33672418295677-264.2758470419028j),274.2626450021991,-1.3001067540180837,(66.29226188735811-53.37592559191161j),85.10965526269835,-0.6778798130780705,(33.41517930073492+24.439244632677696j),41.39868217608055,0.6314784105175141,(27.303292477725783+28.622248798663772j),39.55632574464983,0.8089779416632488,(29.838226214326333+28.930614568436425j),41.56080127866566,0.7699556349062414,(5.238774453873333+111.01588857302288j),111.13942717792092,1.523641896288997,(-19.96149400947901+72.01611103930597j),74.73139562671176,1.8411890160062996
110,(-39.10511699572349-89.6084253814028j),97.76952528566176,-1.9822831183648142,(-13.289222317269907+1.9334647967034186j),13.429136826986163,2.997115188050572,(-52.59545624350441+92.8212191304857j),106.6867411552721,2.0863189563627453,(-29.69212740087835-54.131772277326135j),61.74035308835126,-2.0724992520024514,(37.778461452801956+40.59968521440017j),55.4576107423429,0.8213776601785718,(-92.04031088598465+156.08836200579276j),181.20429239297872,2.1035841221858744,(-34.98671764364902+13.063401665496684j),37.345988734407925,2.7842414821947483,(-44.66006230509883-155.61839870786633j),161.8999912955395,-1.8502699045692836,(-16.067444191860567+26.29487303607428j),30.81530643757774,2.1193001820390704,(-196.0630556731511+998.513736107546j),1017.5806616653755,1.7646845297838862,(-9.169189633424999-205.64962926708571j),205.8539386463701,-1.6153532799548913,(15.483046405273882-53.520611051161445j),55.71517327692313,-1.289192763459275,(17.29205382127391+45.1706750206966j),48.36739611745931,1.205191006305373,(15.506652738794749+41.04680164659439j),43.878197371547,1.2095907969042647,(-17.92248120979116-11.088830267134718j),21.075518722172422,-2.587528795354349,(-58.04235088141786+154.51356607269653j),165.05561667614703,1.9301329370819242,(-75.18778043892695+102.26239480889016j),126.92832512635472,2.204786313983036
111,(-119.6693811508025+23.525158827867468j),121.95980437378716,2.9474832674911715,(-38.729656018655106+33.4143851207496j),51.15180728303859,2.4297374286874427,(-32.03078737234574+45.98338894493315j),56.03965915807682,2.1792185889939684,(-35.96747840722807+36.17879057936427j),51.01533485884332,2.353265557472101,(22.93895717175303+62.33303404746479j),66.41989829629314,1.2181710604791687,(-0.9846216715090748+173.20137200546j),173.2041706899974,1.5764811031538657,(-46.08523848852761+40.23577357841918j),61.1781552680226,2.423855142353874,(-80.85459135008594-44.44381495489485j),92.26438982692254,-2.6389983563684263,(-39.02492736552144+1.5584695776243263j),39.056033891174934,3.101678629904038,(-467.49472901502276+359.69828446817854j),589.8594557232936,2.485780182245976,(-198.43963707670102-211.81597622009826j),290.2486819008935,-2.3236011466847497,(-31.92397655656113-27.690868776043867j),42.260199866493124,-2.4270831194546596,(-14.523166739419224+17.22635563985147j),22.53152681847405,2.2712582407117656,(-23.086873494475867+14.74111760510241j),27.391682606174317,2.573339737951188,(-59.36266945021069+9.859410658900371j),60.175863124643385,2.9770073245824005,(-73.71355449340552+131.77447573397052j),150.99073008305857,2.080821487610501,(-91.96515269944257+66.38688447699225j),113.42313583036444,2.516339134942168
