,Altria_Group_final_fft,Altria_Group_fft_absolute,Altria_Group_fft_angle,Archer_Daniels_Midland_Co_final_fft,Archer_Daniels_Midland_Co_fft_absolute,Archer_Daniels_Midland_Co_fft_angle,Brown_Forman_final_fft,Brown_Forman_fft_absolute,Brown_Forman_fft_angle,Campbell_Soup_final_fft,Campbell_Soup_fft_absolute,Campbell_Soup_fft_angle,Church_Dwight_final_fft,Church_Dwight_fft_absolute,Church_Dwight_fft_angle,The_Clorox_Company_final_fft,The_Clorox_Company_fft_absolute,The_Clorox_Company_fft_angle,Coca_Cola_Company_final_fft,Coca_Cola_Company_fft_absolute,Coca_Cola_Company_fft_angle,Colgate_Palmolive_final_fft,Colgate_Palmolive_fft_absolute,Colgate_Palmolive_fft_angle,Conagra_Brands_final_fft,Conagra_Brands_fft_absolute,Conagra_Brands_fft_angle,Constellation_Brands_final_fft,Constellation_Brands_fft_absolute,Constellation_Brands_fft_angle,Costco_Wholesale_final_fft,Costco_Wholesale_fft_absolute,Costco_Wholesale_fft_angle,Coty_final_fft,Coty_fft_absolute,Coty_fft_angle,General_Mills_final_fft,General_Mills_fft_absolute,General_Mills_fft_angle,The_Hershey_Company_final_fft,The_Hershey_Company_fft_absolute,The_Hershey_Company_fft_angle,Hormel_Foods_final_fft,Hormel_Foods_fft_absolute,Hormel_Foods_fft_angle,JM_Smucker_final_fft,JM_Smucker_fft_absolute,JM_Smucker_fft_angle,Kellogg_final_fft,Kellogg_fft_absolute,Kellogg_fft_angle,Kimberly_Clark_final_fft,Kimberly_Clark_fft_absolute,Kimberly_Clark_fft_angle,Kroger_final_fft,Kroger_fft_absolute,Kroger_fft_angle,McCormick_final_fft,McCormick_fft_absolute,McCormick_fft_angle,Molson_Coors_Brewing_Company_final_fft,Molson_Coors_Brewing_Company_fft_absolute,Molson_Coors_Brewing_Company_fft_angle,Mondelez_International_final_fft,Mondelez_International_fft_absolute,Mondelez_International_fft_angle,Monster_Beverage_final_fft,Monster_Beverage_fft_absolute,Monster_Beverage_fft_angle,PepsiCo_final_fft,PepsiCo_fft_absolute,PepsiCo_fft_angle,Philip_Morris_International_final_fft,Philip_Morris_International_fft_absolute,Philip_Morris_International_fft_angle,Procter_Gamble_final_fft,Procter_Gamble_fft_absolute,Procter_Gamble_fft_angle,Sysco_final_fft,Sysco_fft_absolute,Sysco_fft_angle,Tyson_Foods_final_fft,Tyson_Foods_fft_absolute,Tyson_Foods_fft_angle,Walmart_final_fft,Walmart_fft_absolute,Walmart_fft_angle,Walgreens_Boots_Alliance_final_fft,Walgreens_Boots_Alliance_fft_absolute,Walgreens_Boots_Alliance_fft_angle
297,(-1.9774377834039853-4.4713007332969825j),4.889048009052049,-1.987187632248726,(-13.449710200551628+8.477191825634517j),15.898348522014077,2.579199718688673,(-13.454263403308728-59.67344725894723j),61.17137820494131,-1.7925531531586387,(7.877729278256936+3.732134732792214j),8.717077964846968,0.442434225457256,(28.46659837247354-15.453752176871067j),32.39082708489952,-0.49735508666028344,(-12.312858019863823+27.930074913312357j),30.523688461268325,1.9860116469717481,(-0.7021353529696931+0.9868019851702872j),1.2111037163785334,2.189216104391656,(-3.350578023362571+13.618100989104779j),14.024230732560584,1.812043119193005,(-14.289188162652867-5.532039188638488j),15.322674568505683,-2.7722139248896753,(-62.43958801894115+30.615733057262787j),69.54153623992407,2.68571441532066,(-66.1226516592063+22.112454506119846j),69.72206040221386,2.8188682630515114,(-2.5540609321831402-3.4909890056344484j),4.325532508577967,-2.2024270211701804,(4.379323086828422-6.172823154153842j),7.568501594852591,-0.9537547208161988,(-13.870048660257849-9.867601684682125j),17.02198028566189,-2.523235090720137,(31.07687174132908-34.11928215393941j),46.15081117301349,-0.8320298227655331,(17.36247318387596+6.434493676612113j),18.516430107749525,0.354905597776314,(7.452089985744633-8.727359013632892j),11.476081234832504,-0.8640558420202934,(-4.52198532003364+17.67346978573717j),18.24280366341655,1.821285360670249,(-9.763570724098695-25.11131954141328j),26.94263688645641,-1.9416204226792049,(-29.446509360338194+34.82295963066399j),45.604116381609,2.272734006402009,(-13.00719372341748+14.41859329877775j),19.418623052988842,2.304777348651878,(0.8736267775944397-4.77569855574407j),4.854948036989278,-1.3898651282813714,(-38.20923950133599+6.553141314359557j),38.76712066115333,2.9717384637501723,(-6.523534841017373-1.1572819420928084j),6.625391182070811,-2.966018236203338,(9.699556713951123-8.604947268567685j),12.966361013869111,-0.7256692874019637,(-6.12870809987772+5.797505627586279j),8.43635789161421,2.3839583199534498,(-11.510652308854258+10.298102617986824j),15.444935548778407,2.4117365221230274,(-25.889163752244635+14.403739490141643j),29.62628075021236,2.6338783341523713,(-15.402541947274335+15.745922717324575j),22.026628899073586,2.3451709336683875,(-15.284457177286281-12.215012169306513j),19.5658159426231,-2.4673527226028154
298,(0.6876169419558344+23.464999245780472j),23.475072026797765,1.5415007699352146,(17.28530245076532+16.891598409064073j),24.16832177929468,0.7738790783370083,(40.877788845389816-1.773976361570345j),40.91626342934661,-0.04336985981009475,(6.268788357739583+15.68256367392145j),16.8890648308523,1.1905228849956988,(20.201961897361713+34.77246952670037j),40.21497111136299,1.0444827020459717,(4.602891326638575+58.98285458630689j),59.16218170177862,1.4929163794319698,(1.8992435603080646+8.958958888668079j),9.158060409836596,1.3618953322240674,(12.273044087371792+8.624679435327863j),15.00042354511162,0.6125581845355819,(0.1640483577601053+6.469595553306929j),6.4716750912768,1.5454449411213336,(-74.20609412176503+119.71065086372195j),140.84453959960317,2.1257044995158476,(-13.697829581102823+66.85269558669506j),68.24158147669391,1.7728948240652616,(-6.267129366433037+8.122232532482796j),10.259023920789408,2.227979863312174,(5.073694527758753+21.556057208059563j),22.145111842529623,1.339631766112714,(-8.162344214714473+41.051003118118125j),41.85461408355388,1.767070694139636,(-7.7128212164665335+32.66340390713437j),33.56166810392143,1.8026792169219177,(4.36363059861464+38.25529349717109j),38.503360276161175,1.4572211474640278,(9.688702937395192+22.511494793020347j),24.50792448220111,1.1643698969628489,(7.49589236739652+39.651613179447985j),40.353919637578784,1.3839574078479295,(4.141498831770605+27.805701400457203j),28.112435734829965,1.4229390750044824,(-27.00803548476514+21.94660121356887j),34.80067938379588,2.459218730241977,(0.1683535973901762+33.48964478216163j),33.49006793915355,1.5657693347097925,(-2.1291375893450217+9.77911209441563j),10.008209641564669,1.7851737127384553,(43.17518209032064-32.6699932914195j),54.142633942150795,-0.6477655130513414,(10.028261604871568+36.072520411389796j),37.44052296170387,1.2996405872963062,(9.122359957504498+23.34001907696872j),25.059408247353833,1.198205897036404,(16.918659164120008+19.974999277724883j),26.177120239949456,0.8680513138477843,(-7.839749571354952+18.959924865995866j),20.516832705507166,1.9628781125834447,(-15.570491595212097+1.5092962967726162j),15.643470964847351,3.0449614310618482,(8.748628304298753+45.891358978257415j),46.71782664120908,1.382418862302743,(20.448829096673997+57.10570359721544j),60.65654123635806,1.2269350024359305
299,(8.665325128531313+18.08996290465858j),20.058280521397634,1.1240789407820329,(-0.5517430479895582-6.365304683161905j),6.389172411235096,-1.6572599688443457,(-7.78092542668432-11.597309349067922j),13.965685970749908,-2.1617412547837445,(4.8759338180204175+5.081787703247947j),7.0426768248015765,0.8060680091489829,(-9.181940865678751-14.845996807982816j),17.45599207388275,-2.1246928104572254,(-14.243007189745013+24.838636152081186j),28.632518221466352,2.0914434882356394,(2.8374910591488787+3.0185395361020966j),4.142817452140667,0.8163049052410949,(3.772189364604494+0.021756464364726558j),3.7722521053313645,0.0057675320676021475,(8.353826884483547+11.113235095953186j),13.902892429773228,0.9262076419398608,(-72.17728292793363+63.51318847102789j),96.14304592956938,2.419959826071842,(-15.411838990762536+20.392746114389027j),25.56147247642665,2.2179679492778384,(-4.974529924420731+3.9036152485350404j),6.323302932609872,2.476238212100377,(1.6599288032309918+3.9253635349324743j),4.261905971883172,1.1707289595775436,(-6.329452648495478-5.723180628585781j),8.533274127611627,-2.4064541663868595,(25.8384403365867-19.691551917418643j),32.48664673283078,-0.6512021130511684,(-1.9189151515755505+11.667328282511738j),11.824076480251831,1.7338060864118578,(-3.5158474418650494+9.547994802481302j),10.174742649456986,1.9236174992924417,(15.236343545218716+36.58937153461265j),39.63493754159139,1.176220120692853,(38.033424208607805-6.19850697023151j),38.53521565648651,-0.1615548968395698,(-6.486736927062407+25.701190094393265j),26.507148625022904,1.8180236296211194,(-27.05975981481553+8.057938454924155j),28.23403926785629,2.8521709752714655,(-4.5829847229469+9.285179590648287j),10.354627419726707,2.029295258703098,(82.8719683168267+1.2685433292418715j),82.88167671375436,0.015306071406858558,(3.4815579634578135+5.090518263949832j),6.1672215825704955,0.9709372396510886,(-8.421070453234684+1.2118358929641584j),8.507818393091053,2.998668646445511,(5.821839728070943+0.15040807558115166j),5.823782311225685,0.025829399721108922,(-17.570612185190924+15.031338335043436j),23.122879247726182,2.433924738176656,(-19.14246486708675+27.317226414291063j),33.35663082742758,2.1820234675851298,(2.218244233944805+9.94711808017775j),10.191455518346164,1.3513827925662374,(29.28004433900704+18.70739548739384j),34.746044989552146,0.5685415367971371
300,(-0.7602453008605146+10.367202051069572j),10.395039744281002,1.6439970732629163,(7.457227323426057+6.693806258717675j),10.020842358928718,0.7315023308483828,(13.00461127188505-58.04217600804174j),59.48120804154314,-1.3503819979966627,(-8.231680179257022+0.24230527062345963j),8.235245619758091,3.1121654505080993,(38.64521476296834-0.19764280321203032j),38.64572016088725,-0.005114244577825269,(-33.1968334016264+46.061502498171976j),56.77756388120612,2.1952846470850864,(-2.7390464684404385+9.107081392862089j),9.510063462064325,1.862950290388241,(-1.6932241132023989+4.839646050630401j),5.12729770862903,1.9073511219604102,(-13.153347233670434-0.1844703836354304j),13.154640731389978,-3.1275689767769257,(-94.51435956942403+93.76176603163258j),133.13238874965396,2.3601917549917975,(-35.893473811719375+42.76841066917814j),55.83438379206898,2.269017429377667,(-0.17200256472825615+3.0360469611968472j),3.040915328131599,1.6273892912161012,(-3.1253948601825936+4.520145067188691j),5.495434874555974,2.175752060056839,(-10.453721618955216+31.255291960898596j),32.95714749864776,1.8935627444464882,(-11.85784996120262+21.075129236749564j),24.182011455792697,2.083297149390891,(-36.63151547136627+52.2170508471398j),63.784702906745046,2.1825443918598277,(-1.7248506931724066+8.210457246186682j),8.389679261163488,1.7778648882400971,(-0.13129303702380213+32.40059310108383j),32.40085911150462,1.5748484846675497,(-12.38422797579834-22.064270704844745j),25.302196432191735,-2.082258335574171,(-15.210251099753332+14.580863958375133j),21.070200100857857,2.3773180206736773,(-7.973077169915725+10.150468011415782j),12.907438181459806,2.236626024160144,(1.9204153712927639-2.4698212081315933j),3.128579869275216,-0.9098936102256773,(-85.77268057092897-11.57555771595674j),86.55025285207468,-3.0074469112072446,(-21.811741999001754+22.567653857033385j),31.385523568070212,2.3391631910017447,(-5.221352955858212-11.872516891926939j),12.969933848664757,-1.9851229266872734,(-8.047286581709097+0.8436632053913771j),8.091389802270468,3.03713601393716,(-4.798959471873113+12.016584228638447j),12.939409126256226,1.9507520346847758,(-13.399683881806727+20.376560541358206j),24.387614635875874,2.152497689650008,(-4.080776617636076+20.872303852868548j),21.267482359920194,1.7638723741558489,(14.76677429182032+5.069808257338851j),15.612833783517543,0.3307162713046691
301,(-6.909588971590083+27.84793357937695j),28.6923304107162,1.8140034334594772,(-11.492643601666716+1.4217053726925926j),11.580246246158755,3.018512261846472,(20.71799503259229+14.100345662187681j),25.061026833785043,0.597576214202013,(4.51534215767145-0.3411391639083159j),4.528210543912145,-0.07540786389948556,(-6.57068433033624+21.64911567649034j),22.624281251411855,1.865468546064019,(-21.485211433762203+39.94489915425824j),45.356468985110894,2.064279946726738,(6.373739365074867+11.396567031606425j),13.057805849368547,1.0608651510202376,(6.466776894470199+7.537293406675406j),9.93126352994251,0.8616930232155547,(3.744227368862357+4.407614969226422j),5.783278335571164,0.8665980851237796,(-36.603739330577355+75.41683977639684j),83.83038503334915,2.0226572882011107,(-27.183529418894388+29.576503244632292j),40.171056942127386,2.3140599555809964,(-4.031178334489363+6.4991369220448565j),7.647821879198228,2.12598246909057,(16.07773360837379+9.736667092288618j),18.796175250510093,0.5445265948924982,(7.095692042212172+0.0841512991309763j),7.096191020474193,0.011858935497615837,(39.59209165558066-21.888540157911244j),45.23982661227155,-0.505029688612876,(12.760476455682504+5.7112578209718485j),13.98027987107696,0.4208346536864014,(9.995388626325807+6.997860567194559j),12.201550979657457,0.6107990499759669,(-3.663403763946112+30.77093188852584j),30.988236097364286,1.6892926174304372,(4.089387705710317+10.576814261370806j),11.339845313193278,1.2018625913758598,(-10.900069889517905+36.767022021019294j),38.348734423582904,1.8590052225810152,(18.688763517642634+18.774228525701293j),26.490404650620693,0.7876794777061179,(-5.445812941957547+10.805535601155396j),12.100267692354127,2.037625750515241,(28.66308996981833-51.977015987560065j),59.35640586818726,-1.0668351762845427,(7.7213936606034785+27.976358425256937j),29.02234571499093,1.3015033609033002,(19.10970474418881+20.20809919221269j),27.812732486621652,0.8133272115399546,(15.535237324661232+13.23427969308034j),20.40808069682757,0.7055890293227002,(-11.571527035030268+18.85944087296158j),22.126426461658248,2.1211317477052707,(-36.685233703694365+24.40201641730844j),44.05978639445797,2.5546250391654683,(-4.341257122283494+4.98270912725238j),6.608623430683681,2.2875066725067725,(9.393452896254427+5.0892671337456665j),10.683519891532683,0.4965171403837637
302,(-27.315743389200797+18.26495300735936j),32.85967658492263,2.55221111613656,(1.78966234447531-1.3975441597785192j),2.270687337738049,-0.6629845133706768,(-35.82414646386104-28.099971738939182j),45.52996685253953,-2.4764449997305693,(1.9531702930607246+0.0972094966874133j),1.955587860450442,0.049729074525813335,(-10.840368280819698-47.02931235468698j),48.26250931125023,-1.7973417987636149,(-42.66183537562328+5.17328448348645j),42.974353630553466,3.020919251179655,(-6.928000126534448-1.4153017596228694j),7.071086537729044,-2.940078203538025,(-4.225643106553287-3.936970712317276j),5.775447866062451,-2.3915449482275166,(8.51584952592244+0.03196123170106979j),8.515909503305286,0.0037531289785294685,(-144.88293244085713+73.19151541145207j),162.32086138536476,2.673812080438846,(-48.660646813139195+10.88023438322923j),49.862190570682685,2.9216167526150563,(8.516559015040437-1.1043112969951068j),8.587856595061282,-0.12894690524262914,(-3.541848914895893+5.41320521692854j),6.46896316704088,2.150187001183888,(-5.635107100741152-8.218833267745737j),9.965121791520032,-2.171815104218727,(-14.056786242726965+2.386253513848356j),14.257890633122127,2.9734375982063304,(-4.654159779793954+36.601461069030066j),36.896180773131185,1.6972753171641908,(-14.929392974342633-2.725138207301575j),15.176071719362888,-2.9610452667498395,(-11.146935767726035-6.8135483552395435j),13.064402711145945,-2.5929431874162936,(30.03303326994567-15.618529951678656j),33.85146326593795,-0.4795547437825683,(-23.922871880039665+5.046092165659962j),24.449270850745783,2.933708274071196,(-53.487854073387176+5.342747851597196j),53.75402764427711,3.0420357618871074,(-2.6965341777970413+5.635091895710428j),6.2470438805189215,2.017117079188033,(47.07477286711961+39.15246367241348j),61.22866691436747,0.6937782769437687,(-22.22832307599571+6.427775759174232j),23.139028674105386,2.860100532950892,(-13.384079336621706-5.054973195251038j),14.30686316750428,-2.780469620958506,(4.722307186931512-1.160701669210095j),4.862860632657706,-0.24101355742324576,(-23.42831897340734+9.128419044605243j),25.143869315871612,2.7700561746028067,(-7.112311587266742+14.124798911823373j),15.814389663019421,2.0372668602138027,(-19.19920619698326+5.674374548564117j),20.020190935944456,2.8542210568105437,(-13.542291264279486-22.623237704491867j),26.366731631366882,-2.110186468512323
303,(-21.110717257254784+7.979191721874377j),22.568338079047457,2.7802217745328157,(5.650465323169724+11.790434470285831j),13.074482910098123,1.1238930124968274,(16.89685010048089-44.29809413722209j),47.411229550690955,-1.2063958531777488,(-7.0553418813711755+11.507117614758588j),13.49783704387179,2.1208132588666277,(35.27410921917323+12.129883690496547j),37.30143240615749,0.3312078471527914,(-0.7983699899237457+8.792655292601175j),8.828826747383726,1.661347665325824,(3.7292921767947496+3.7009455174547123j),5.254009693850084,0.781583141189071,(-1.0648752308336347-7.561749859868048j),7.636361712259146,-1.7107002548573313,(-15.454250089373453+4.811476870898122j),16.185924610725426,2.839767842326436,(-92.78033365547468+25.441064172202758j),96.20518727924886,2.8739633644707565,(-65.42917398308911+5.812597994867442j),65.68685639882062,3.052987246186429,(-16.28371874683435+1.3580726074926037j),16.34025267348171,3.0583845770035523,(-6.75938101565256-5.684452868931727j),8.831887461571869,-2.4423629804282165,(-8.810257705449581+7.5123776516327805j),11.578275295448169,2.435541671249657,(10.06666015381501-17.30080551336811j),20.01638124296685,-1.043821276766233,(-48.522183078776955-4.111753883299914j),48.69608578445685,-3.0570549452694475,(-3.6946614206806303-4.670529574051643j),5.955196849438046,-2.240061212841946,(12.224542308433687+3.8248823936313983j),12.80894843364578,0.3032360595783314,(-27.9211597110629-14.994236500899246j),31.692558872006238,-2.648769054334289,(-25.917418887208036+5.688725565361186j),26.534396551137203,2.9255247593932885,(-25.640719615628356-3.172674457354006j),25.836260674091662,-3.018482621960405,(-3.4685544911343404+3.811369457166456j),5.153387953277875,2.309138792030996,(-67.12475926814534+2.1504532133212706j),67.15919710530456,3.1095669452633414,(2.3270724348186427+9.90058121108309j),10.17038713295341,1.3399426480306995,(-2.4444324121437813+10.430082868569796j),10.71269706762831,1.8010051660745972,(8.283904515270919+6.920810935195799j),10.794475347086196,0.6959877854666809,(-19.361936833051416-2.9310758534477355j),19.582538231438168,-2.991350021622819,(-46.07748560131412+21.894200062787448j),51.01461237458021,2.6980133900328997,(-7.4230253575001095+1.0060434945933148j),7.490889731607531,3.006883333809081,(13.794028560740962-9.127200224586156j),16.54028439520382,-0.584540702346834
304,(-3.472433511394037+20.332894892923107j),20.627273431496246,1.7399436037934357,(0.3145718058029461+15.198224985519623j),15.201480129628138,1.5501013511422916,(0.6959149645596909+28.803174469191074j),28.811580261078333,1.5466399756336708,(2.909915109163417-12.372365495731767j),12.709958060611825,-1.3397998396186719,(-18.51182913851515+6.366249616490979j),19.575927876681863,2.810360909288929,(-2.8150021388654665+21.920524615359184j),22.10053475494168,1.6985158568015484,(2.154132540714156+15.073153768674562j),15.226301308494843,1.4288456433281878,(0.4504437838137747+7.682375244059136j),7.695569439158427,1.5122299795694618,(0.5899973422408991-2.7286961512049803j),2.7917520573024026,-1.3578548314186478,(-28.700342014027484+73.04700132421681j),78.48295378094713,1.9451691469744945,(-2.0224739127975724+5.602476583017008j),5.956353296371922,1.9172337148506564,(19.54727302569357-3.2862433667988666j),19.821586167782765,-0.16656019959517526,(9.669405243204904-1.9675490936155655j),9.867555279455289,-0.20074130202704327,(12.066577685720425-10.1211167496986j),15.749263516322141,-0.697939857956856,(-5.128832807322507+17.6832300087667j),18.411994718346374,1.853090059851037,(-9.507242504180086-9.973640588393677j),13.779011815792241,-2.3322577414553867,(-5.10502203715172-2.29176433715969j),5.595840756926673,-2.719634310099479,(9.67124655695271+37.33727796517901j),38.56948710852158,1.3173427991270639,(18.10466884879544+22.253781895215642j),28.68814812364806,0.8878447982515507,(-12.324880887294839+17.02379803799274j),21.016954787132487,2.197435292122773,(5.881207702234319+16.976202279404994j),17.96608048151003,1.2372979762001468,(0.4106987045168933-4.153560774587605j),4.1738160637580375,-1.4722379916170119,(26.622254848773785-35.94719139292417j),44.73192397240008,-0.9333426351824663,(-6.3324542585707615+13.008267678520248j),14.467722866191679,2.0238301184286622,(21.595047902589425+26.222739572655726j),33.970254114599385,0.8818753333329065,(5.792388169827803+4.837042295222091j),7.546438820776888,0.6957615773733798,(-11.411478636222437+7.7205056302733155j),13.777810125416995,2.546774723844474,(-6.729135431300239+15.990311668545232j),17.348525323784557,1.969126069135399,(17.166257820106967+6.504413434906056j),18.357227505224476,0.36219148528968587,(-20.78641598093331+13.9836549382333j),25.05229919117158,2.549403787960949
305,(-11.622564926765902+6.621954589707528j),13.376632538312379,2.623712954358822,(-9.45390856914631-5.242248786462188j),10.810067510101051,-2.6352965447063137,(-2.1071653769900003-55.685117256888134j),55.72497133098739,-1.6086190086781744,(0.0713864150393535-1.5639991793397474j),1.5656274950407503,-1.5251844722410557,(18.436654117183927-41.07771569395585j),45.02542550237745,-1.148921007299435,(-19.95646758389112-12.18551260812536j),23.38262850813995,-2.593412057761249,(5.209485866791189+7.740525796286658j),9.330299169869976,0.9784119557598345,(3.7579976901128953+3.783350502273521j),5.332568580144765,0.7887599915483613,(8.450754281024537-0.22860351597692752j),8.453845721668426,-0.027044660284930872,(-74.6047380561114+96.16898860653458j),121.71417875508496,2.2305854716986677,(1.6037706937624616+52.42114346496483j),52.44567058025473,1.5402119004149268,(-8.393067296007729+2.365246549817047j),8.719975336933926,2.8669067413812663,(-0.7920276924454295+4.4396727394629165j),4.509767388583428,1.7473368804987075,(12.452885831194743-3.5789389164277097j),12.956973770610619,-0.27985593616231064,(34.29989495238437-26.535538992647602j),43.36608840297824,-0.6584556139940595,(13.823979738410912-13.33990452197218j),19.210816444475473,-0.7675795046710747,(3.695147694983156-3.956922828085661j),5.413996190907854,-0.8195945400635484,(-26.419366833384665-6.757925938271069j),27.269992791786773,-2.891167921854399,(5.662287291758407-28.999629440429295j),29.547250380646627,-1.377968576652896,(-9.733662081600304+27.78247964147208j),29.43824642446615,1.9077851711483242,(-13.310907152113709+20.32638187841367j),24.296955559890534,2.150579544550739,(-6.220130282036169+7.060248521101762j),9.40941708636741,2.2930185626605093,(66.61087783972124-6.57375012779444j),66.9344697246564,-0.09837030440868798,(-13.967881976546963+21.556634958049628j),25.68638233822258,2.1457375787626822,(-8.558271301015608-1.5360790228443673j),8.69502998420419,-2.9639988583137398,(3.5237099103047553-0.918272690144776j),3.6413948241636294,-0.25492836026842935,(-13.616468266942167+7.156040573081723j),15.382364081903498,2.6577200164572563,(-3.0144816889660344+15.307257431311726j),15.601257318612483,1.7652397051935647,(-21.52767261602182+4.003537365501193j),21.896780578422483,2.957721529613442,(-30.084134493454496+28.16703002961574j),41.21209444943964,2.389093622225694
306,(-1.1962969786575286+10.591733210381634j),10.659077767848697,1.6832659803127885,(20.293446871784+8.687515116424644j),22.074802486908606,0.40448888278167944,(49.45798979771689+16.18180277535532j),52.03790441487402,0.3162048837447517,(8.688563840367351+1.3076210572478382j),8.786410782424015,0.149378031330085,(20.54448104362109+25.435292463014846j),32.696021226302236,0.8913684601773957,(-45.83563593728559+2.874336457048061j),45.92567181700995,3.078965017081914,(0.23838944483509295+4.282060836956801j),4.28869147162721,1.5151820728076228,(5.15233760099818+15.289042267841253j),16.133858689801894,1.245753500904759,(0.08262814817271646+10.414925255491283j),10.415253020850749,1.5628628647099654,(-81.61803083192126+72.08783796138145j),108.8951759208223,2.4181180106422118,(-67.57829349251415+49.375606037560544j),83.6945411776465,2.510595568609258,(-2.183659119014692+3.1960237757204j),3.8707796531223657,2.1701868557414,(-4.547188825562898-13.835431961251658j),14.563519621635011,-1.8883373335174027,(6.59760487916401-0.5346440264845675j),6.6192321591423555,-0.08085939027063123,(-16.59239165735812+1.2685223037077709j),16.640811571139537,3.0652890384990066,(14.82858725490587-13.46878099732961j),20.032350374591196,-0.7373809412992476,(0.27661350160315124-4.76133462308248j),4.7693628947935105,-1.5127657637647678,(-7.445479989860814+22.02544149132472j),23.24984398156655,1.8967768729013796,(-15.618353278375707-7.054889126031306j),17.137806735657396,-2.7173217074339435,(-21.225257730139447+17.19215550689148j),27.31449755503446,2.460792451892319,(5.220312526322687+18.861554132083995j),19.570638394033455,1.3007852974679612,(6.844998736746561-1.1677109475745722j),6.943886272336804,-0.16896673929329217,(-26.05282267873781+18.538626045750856j),31.975462861293302,2.523138140912925,(-11.96529206132891+18.607521071704717j),22.122568895741644,2.1422598253813243,(-4.957843872487047-5.554102076337697j),7.445016167768616,-2.299533242590727,(7.78021930237901+10.31370296308436j),12.919143981078856,0.9245122386869361,(-5.104106626577163+4.890524313297488j),7.06888481405821,2.3775609430073414,(-12.886324178728728+9.282631622144274j),15.881580547027474,2.5173407679706075,(-5.463787709192047+10.883256757146281j),12.177777045630629,2.0360714837887266,(21.801413486384718+25.591382481055085j),33.618752018716734,0.8651976500547752
307,(-3.3882761121206375+11.720059959301006j),12.20000903530723,1.8522239010413062,(1.8860554294885254+0.14984710925864508j),1.8919987418749302,0.07928346232534816,(-17.08737233661944-35.37316533656064j),39.28408226365893,-2.0208005817882344,(9.961401848716015-9.740378891605584j),13.932139381431643,-0.7741802086052141,(-25.014080723745234-20.77616313413911j),32.51696770964974,-2.4484822550940204,(-22.356008426088614-3.009476304689569j),22.557660791310635,-3.0077810772017597,(-1.3408817598818366+0.9135115342363225j),1.6224879713472797,2.54354347951731,(6.477773526931854-6.135295896180651j),8.922074063798746,-0.7582522331693712,(-6.041571813345179-16.69504625459926j),17.754581364228663,-1.9180135455702325,(-90.8978203739767+52.597538473497565j),105.01864026072128,2.6170236281070554,(-35.59476937987999+4.797217730153523j),35.91658259296591,3.0076267623530457,(0.779525624049338-3.846481648511781j),3.924675944697526,-1.3708449739511184,(10.667524447979833-12.99276938733437j),16.81095280466579,-0.8833598425210129,(8.611132967545524-9.547217501827893j),12.85694259969913,-0.8369037576358713,(33.820222274310346-20.181300664167686j),39.3839095466828,-0.5380063739487453,(20.847073954831576+12.364943759724877j),24.238240997633806,0.5353498341828322,(2.2118507258979356-8.81725057338797j),9.090445055527574,-1.3250131909500957,(-5.078509308407893+3.420353110129314j),6.122913701299153,2.5488772923030956,(23.89289330648986+3.4924623609472327j),24.14679365667295,0.14514370129577117,(-18.480295806661463+3.810029640421991j),18.868960198235712,2.9382742499990817,(-15.939430091308294-24.133365333528882j),28.92204615785816,-2.154498564811531,(0.05662075172519199-7.548896090238961j),7.549108430189025,-1.5632959334534162,(-28.15203652820241-66.09259411536479j),71.83848660421233,-1.973470026458034,(-6.513027492323402+0.13831416612459968j),6.514495983904756,3.120359305639807,(13.406455542994097+6.289953828824059j),14.80866534820122,0.4386837220384803,(-7.465252558812947-12.053528020362094j),14.178065224300436,-2.1253164025008893,(-12.52946495254927+11.374606121225199j),16.922445343689965,2.4044691784865115,(-24.819541410742545+3.1558392516656326j),25.019371639230222,3.0151199287997255,(-15.158954131179463+9.92246589117187j),18.117649398105485,2.56201752149932,(-22.339716487231456+28.42356466019554j),36.15192886585995,2.236915982931622
