,Alaska_Air_Group_predictions,Allegion_predictions,American_Airlines_predictions,AMETEK_predictions,A_O_Smith_predictions,Arconic_predictions,Boeing_Company_predictions,C_H_Robinson_Worldwide_predictions,Caterpillar_predictions,Cintas_Corporation_predictions,Copart_predictions,CSX_predictions,Cummins_predictions,Deere_predictions,Delta_Air_Lines_predictions,Dover_predictions,Eaton_Corporation_predictions,Emerson_Electric_Company_predictions,Equifax_predictions,Expeditors_predictions,Fastenal_predictions,FedEx_predictions,Fluor_predictions,Fortune_Brands_Home_Security_predictions,General_Dynamics_predictions,General_Electric_predictions,Grainger_predictions,Harris_predictions,Huntington_Ingalls_Industries_predictions,Ingersoll_Rand_predictions,Jacobs_Engineering_Group_predictions,J_B_Hunt_Transport_predictions,Johnson_Controls_International_predictions,Kansas_City_Southern_predictions,L_3_Communications_Holdings_predictions,Lockheed_Martin_predictions,Masco_predictions,Nielsen_Holdings_predictions,Norfolk_Southern_predictions,Northrop_Grumman_predictions,PACCAR_predictions,Parker_Hannifin_predictions,Pentair_predictions,Quanta_Services_predictions,Raytheon_predictions,Republic_Services_predictions,Robert_Half_International_predictions,Rockwell_Automation_predictions,Rollins_predictions,Roper_Technologies_predictions,Snap_on_predictions,Southwest_Airlines_predictions,Stanley_Black_Decker_predictions,Textron_predictions,TransDigm_Group_predictions,Union_Pacific_predictions,United_Continental_Holdings_predictions,United_Parcel_Service_predictions,United_Rentals_predictions,United_Technologies_predictions,Verisk_Analytics_predictions,Waste_Management_predictions,Xylem_predictions
318,[68.87122733],[86.43164058],[58.10187329],[77.02513428],[67.07085334],[30.22819007],[337.26153975],[95.23567496],[170.44553599],[164.01573721],[45.67911882],[57.49712963],[189.12172309],[170.47375365],[60.09030064],[104.39294087],[84.0447694],[73.20383976],[124.8331735],[66.42315832],[53.72416463],[274.55995085],[60.326742],[72.67339312],[209.65568703],[16.2499444],[230.02559957],[145.95601592],[242.89517635],[91.00247985],[69.98002924],[123.70539604],[38.90465434],[109.92423051],[210.78133579],[332.46851775],[45.92899225],[36.65465423],[151.39518515],[316.2794328],[77.47756162],[211.01624888],[74.02134861],[38.97059938],[196.62950959],[68.22017567],[56.96546284],[203.58883185],[47.91067378],[275.93220159],[183.04390308],[65.08903072],[176.07695887],[58.941174],[299.01858366],[141.22387523],[76.66804316],[133.13964324],[183.75774349],[136.15815643],[98.94231617],[88.09498153],[71.8959528]
319,[68.45857524],[85.66632623],[58.11224284],[76.4712477],[66.9826383],[30.47254257],[338.11590072],[95.39900726],[171.04273271],[165.23494561],[45.44593186],[57.7656979],[189.45161114],[170.40813302],[60.14039457],[104.81082525],[84.35408961],[73.26841288],[125.0722601],[66.44592122],[54.42797308],[274.02976954],[61.18194789],[72.80964579],[208.04238722],[16.19966839],[229.93597195],[143.33888178],[239.61451962],[89.9031275],[70.27648403],[125.52527948],[39.19293174],[111.09233243],[209.97987463],[329.06475378],[45.90614509],[37.0941395],[151.62671398],[315.32916745],[77.61452301],[210.24861425],[73.94200083],[39.13708642],[196.51641839],[68.30351113],[57.462221],[204.27258817],[47.88677669],[276.16338524],[183.16045672],[64.92653168],[175.34716035],[59.12330433],[297.045514],[141.90539048],[76.91619423],[132.86271206],[187.34827882],[135.17696175],[99.5253523],[88.66067351],[72.66453522]
320,[69.42546712],[85.36106706],[58.3398568],[77.01802314],[66.82660045],[30.34206059],[335.86972887],[94.87074713],[169.55617246],[164.99895899],[44.97785527],[57.15897166],[188.33597014],[168.67878329],[59.96260365],[105.53231404],[85.15868998],[73.08622877],[125.20414947],[66.85750339],[54.32965951],[272.17321377],[61.36206255],[72.48867419],[207.77090989],[16.96242833],[229.42904644],[142.36975749],[235.14551866],[91.79176685],[69.88335705],[125.70052316],[40.53046498],[111.5643346],[209.20741518],[328.86358652],[45.47925649],[37.0676505],[151.68451264],[313.78171255],[77.33387154],[209.3786434],[73.1157339],[38.88588015],[196.33182861],[68.32702199],[57.07763816],[204.68194172],[47.89662485],[276.81663755],[183.40318167],[65.27687465],[173.81213515],[59.13347585],[300.34578449],[141.33448039],[78.0099114],[132.07325752],[185.95305654],[136.12167553],[99.23527427],[88.67460952],[72.67419791]
321,[64.68035998],[85.55251668],[54.61439262],[76.86882171],[66.79697533],[30.48161319],[334.54835744],[96.14792961],[168.37928508],[165.03313678],[44.74083123],[56.89354788],[188.15715278],[169.80920769],[56.83108841],[104.77368052],[84.48366375],[72.6239235],[125.87075446],[67.06421257],[56.8235317],[270.42094059],[61.13906111],[73.10297791],[219.03167131],[16.4003877],[273.55229423],[143.11789281],[237.79870491],[92.02162277],[70.26796248],[125.73752768],[40.63984473],[112.67173231],[209.84915365],[330.6597585],[45.91557779],[37.4988047],[149.90612301],[313.59986896],[78.26853184],[208.84229139],[73.45203499],[38.97835253],[198.1739259],[68.16262759],[57.3962537],[201.07989815],[50.57291928],[276.65284785],[182.7151828],[62.2789153],[170.71282922],[59.72191096],[303.67040912],[141.18828621],[68.78081419],[131.72636773],[185.74347951],[135.57803974],[99.02953883],[88.52739338],[72.60147147]
322,[62.25424177],[85.51818386],[52.84646524],[77.01274393],[67.44428854],[30.50578342],[343.44295449],[96.50911402],[169.36773606],[166.60911014],[44.99954544],[56.19847126],[189.36625336],[169.100653],[54.90247695],[104.38164591],[85.227134],[72.67324783],[126.85497158],[66.73125211],[57.0469752],[268.09500177],[61.15186745],[72.55270549],[226.34573588],[16.19324449],[286.66039586],[144.35791004],[241.48345375],[91.64844561],[69.81078516],[123.95204931],[40.74256544],[111.26798505],[209.3218619],[335.01091124],[45.4676671],[37.16551324],[148.3209566],[324.58328677],[77.2228542],[207.60076079],[73.34490571],[38.8750345],[202.62220862],[68.51006107],[57.37064695],[199.98145304],[50.46161664],[279.00818253],[180.8602903],[60.17813513],[169.26524708],[60.53835568],[306.9995846],[133.67052869],[66.05432716],[131.30753087],[181.8641066],[137.90854205],[98.62095687],[88.59868084],[73.22530054]
323,[64.44207714],[86.44896873],[53.12715338],[78.08828268],[67.84926142],[30.84671443],[343.92121828],[96.77334049],[167.14595665],[167.85444839],[45.34874048],[57.83485591],[192.54791633],[171.69729434],[55.39394427],[105.02140022],[86.44092326],[74.12174366],[127.69623452],[67.02324299],[57.68920042],[268.90262325],[61.48053591],[73.05309086],[226.39962617],[16.10264742],[286.05983892],[146.26508564],[248.23639515],[93.85001082],[69.93994808],[125.05539713],[41.40916138],[113.6129527],[216.67264416],[345.26984581],[45.34973608],[37.18654859],[151.12639324],[336.02228739],[78.69511136],[209.81006244],[74.0654467],[39.13653518],[208.76066107],[69.26880162],[58.51843857],[202.93337944],[50.6018546],[284.00354339],[182.1472796],[60.79443526],[169.95526453],[60.8970191],[313.88005377],[134.35837756],[67.02061063],[132.80235515],[185.39028695],[137.94154157],[98.36882217],[89.71965684],[74.40098524]
324,[65.35364273],[86.65042611],[52.76212651],[77.49756757],[66.8280847],[30.28118846],[341.10587633],[96.26766005],[162.62608094],[166.17001112],[44.79426853],[57.28674043],[190.78335247],[169.08593036],[55.77607927],[103.77779519],[85.66596183],[72.99223323],[124.64464126],[66.35900019],[56.41588797],[267.79975289],[61.59052236],[71.7057586],[225.16103685],[16.27373135],[273.37599178],[147.34796624],[247.83600721],[93.8884683],[71.12902344],[121.70475318],[40.42091279],[113.51388218],[217.88682763],[351.86344623],[44.68043901],[37.01939663],[151.31199668],[338.69291631],[78.97851188],[206.63056588],[73.82698917],[38.89895523],[211.24330937],[68.55543946],[57.64501561],[200.16892134],[50.13538182],[281.64185237],[178.1059137],[60.28837172],[169.04379767],[61.22667511],[317.14833614],[135.91183848],[66.08269231],[130.62334827],[180.45545842],[136.765433],[98.30595743],[88.36389921],[73.55219256]
325,[64.03544023],[85.42658873],[52.58347693],[76.61235346],[66.43268455],[29.88398957],[337.70961373],[94.97461441],[163.76074999],[165.87897051],[44.38753158],[56.92343363],[187.26272651],[168.63687409],[55.96423274],[106.95294507],[84.71807039],[72.46216471],[122.9460529],[65.0803003],[55.83030284],[261.55098264],[60.326977],[70.82965392],[224.47464599],[15.92916501],[274.8952001],[156.58899271],[244.64972479],[92.62874279],[69.66237403],[120.69418755],[39.76650933],[112.20344028],[214.8913392],[350.57751766],[44.52669134],[36.52504741],[150.04961544],[338.7827488],[75.81920788],[204.65916654],[71.51380476],[38.41865613],[209.24627258],[68.30030289],[57.39325543],[200.15565588],[49.70081793],[279.72334928],[172.91966738],[59.8414708],[166.86429093],[60.19796708],[317.26216239],[135.2676826],[66.79641148],[128.11914861],[182.38619875],[136.40277481],[99.20152252],[87.99687902],[73.09905621]
326,[65.65324659],[86.16805918],[54.46190687],[76.2782077],[66.79840622],[30.13263575],[354.57564938],[91.54005896],[162.7954527],[168.4665038],[44.08725437],[56.84908861],[188.04618985],[166.41918704],[56.70604708],[106.29373378],[83.82986617],[72.11402458],[124.80773831],[65.01556097],[54.97001485],[262.32609806],[60.68221171],[70.93003143],[222.86339214],[16.19337834],[268.59698204],[159.69213941],[237.13751459],[94.60340101],[69.45819436],[120.86760237],[39.12864366],[113.19813202],[212.59580482],[354.82640787],[44.68432677],[37.41160093],[151.10560781],[339.70585153],[74.71948363],[201.21620026],[71.49554992],[38.49436301],[208.86607423],[68.79455249],[57.89316366],[197.75848204],[49.3586761],[280.80270537],[170.98405336],[60.86245482],[166.34672936],[58.6698629],[316.53997883],[133.40681701],[67.7788592],[127.27926944],[181.2515302],[138.01046003],[100.08583176],[88.42519363],[72.3280985]
327,[64.10587507],[85.22053733],[53.93522096],[77.91311678],[66.83359297],[30.18240345],[357.86313305],[92.14964969],[162.32320302],[165.48482204],[43.62406118],[56.56206556],[189.32311128],[167.98819487],[56.44904294],[105.28913596],[87.96934813],[72.63735591],[123.99902621],[64.72290555],[54.5538911],[261.86384785],[60.43354385],[69.94188256],[225.45071273],[15.98458865],[266.08514167],[158.12257523],[241.40800192],[96.55686977],[69.99070191],[120.75064643],[39.81467442],[112.79991951],[213.85319818],[357.32824361],[44.09591267],[38.42844767],[148.42746393],[342.66087971],[74.86601527],[193.39578057],[72.23556764],[38.26655939],[210.59667082],[68.87349848],[58.55457302],[198.87923748],[49.20547426],[281.5723924],[170.0766307],[60.33001872],[166.9006176],[59.77086433],[315.11213608],[132.41435474],[67.13107166],[119.2510603],[179.61302917],[138.41531773],[100.27983645],[87.97704595],[74.68685738]
328,[64.69811165],[81.89507524],[51.95937936],[77.29502416],[64.63853116],[29.11722568],[349.13617003],[91.93505759],[157.70061256],[162.04187053],[43.42706428],[55.34023826],[184.53547045],[164.85560319],[54.64688943],[103.16835919],[85.14803929],[70.52944094],[121.5626576],[63.76983173],[53.61545002],[256.06730408],[58.76749374],[65.08438627],[221.72810504],[15.62010578],[259.8317664],[156.43883015],[244.30204292],[95.39910166],[66.94569165],[118.21864929],[39.62817529],[110.15505218],[210.77905401],[352.83022289],[42.93560108],[37.46079904],[145.04320058],[337.08513075],[72.77775614],[190.33150807],[71.27675923],[36.18840421],[206.83934511],[68.3034263],[56.31201362],[194.97062262],[48.22521747],[284.9673184],[168.66116246],[58.75436616],[164.33030366],[59.16161487],[307.55364846],[129.39260923],[65.56895068],[116.30791789],[173.63329142],[134.59783943],[98.76437125],[86.59379805],[75.72154494]
329,[62.63514452],[79.10472485],[49.78285368],[74.01335494],[61.57570001],[26.47582939],[328.67514661],[90.84905179],[150.83542684],[157.41876031],[41.8420109],[52.38343378],[179.23185307],[156.65279056],[52.57875102],[98.7455894],[81.76919725],[68.33446648],[118.00752518],[62.173985],[52.25445805],[248.1935478],[56.22738442],[62.82344667],[211.4373694],[14.87068597],[253.75120369],[147.41643205],[229.56581188],[90.60283753],[62.91793576],[114.75897117],[37.48727053],[105.27260015],[199.9398122],[336.04832781],[41.2849507],[36.1630794],[138.57020135],[322.28698947],[69.78775662],[181.59014128],[68.23688356],[34.45372003],[198.9151322],[65.24145728],[54.4695968],[185.36033824],[46.80095577],[268.34544521],[164.70081572],[57.01437233],[158.54928585],[56.82687587],[297.12388836],[124.18762813],[63.39718679],[112.78636835],[166.6372396],[126.86133094],[95.03164627],[81.87293112],[72.88615354]
330,[63.32797775],[80.48337633],[51.29186711],[74.78348289],[62.36393226],[25.32934079],[341.98907837],[90.82940376],[156.32174095],[156.45796564],[41.71263541],[53.74684742],[175.07209356],[162.39047669],[53.24458151],[99.96203746],[82.3739757],[69.22983186],[118.10347489],[61.96007411],[53.06140192],[249.92634279],[57.21036022],[64.12767936],[212.79432899],[15.30243029],[259.9031281],[148.64960807],[227.76415952],[91.65966104],[63.99591832],[115.92393486],[37.58765257],[107.76579484],[201.88528989],[337.46472938],[42.32931406],[36.87595357],[143.27811929],[327.15655144],[70.24113585],[187.15056141],[68.53896914],[35.16018221],[201.50376318],[64.67705658],[56.07649782],[188.700062],[46.91913457],[268.618978],[167.07032814],[58.11115532],[161.42653112],[57.05005196],[290.88998418],[131.08583077],[64.13570446],[112.66259308],[171.37190982],[129.92696706],[95.2539738],[81.74082306],[71.44503354]
331,[64.06303366],[80.08682462],[51.53775387],[74.0617611],[62.75349174],[25.39281497],[348.46382456],[92.6126811],[154.39638583],[156.78692389],[41.76091917],[52.93446055],[173.15787165],[161.07486388],[53.9030611],[100.32036657],[81.67295749],[69.01819592],[117.28732507],[62.24836964],[53.2723923],[251.14600926],[57.13462708],[63.56277659],[215.04165582],[15.22723631],[259.97671541],[153.06104583],[234.5730248],[91.00652045],[65.99788215],[117.9577088],[37.6695561],[106.95198351],[207.11243673],[345.75645281],[42.70262687],[37.47037137],[142.52608264],[338.48196423],[68.78135373],[183.78319274],[68.73461671],[34.49488713],[203.90185487],[64.7220243],[56.28424294],[188.94287581],[47.74672125],[267.21173202],[167.11769573],[57.85848995],[160.11803388],[57.87253935],[292.8063199],[128.72042889],[65.54077024],[111.79914145],[173.41498367],[131.96602404],[94.86803269],[81.66365964],[71.92251645]
332,[64.03550314],[77.14661738],[48.46896238],[72.25505396],[60.2508506],[24.6321115],[326.93005505],[90.52537302],[146.02225361],[149.46400572],[40.72048931],[50.57164854],[165.9535501],[153.53240784],[51.09208328],[96.56967928],[79.72075119],[66.42198377],[113.75445898],[60.53060372],[52.21114256],[239.23615514],[55.3636193],[62.5566511],[206.33461523],[14.42209331],[258.68322124],[149.88175512],[226.38531016],[87.71874745],[62.91215384],[114.89365811],[36.56320567],[103.53733958],[199.36973479],[334.65546951],[40.71209521],[34.00609971],[136.69387561],[325.43783406],[67.14506905],[174.56316433],[66.68506364],[33.66221652],[199.09621041],[62.87711343],[52.34193814],[179.9902469],[45.45257372],[260.2632185],[157.3101513],[55.6412089],[153.82465983],[55.75390707],[284.05995474],[124.93079624],[63.26766123],[109.07582945],[162.23884327],[127.65015475],[92.22543335],[78.99926992],[70.35034467]
333,[64.65387492],[78.55725962],[48.24374568],[72.43904087],[60.89150237],[24.71623164],[335.50132328],[89.43297093],[149.40079513],[152.34119976],[41.47751305],[50.96966235],[164.32271504],[155.59640732],[50.43866448],[97.27031986],[80.72899347],[69.17233808],[111.97760203],[60.5947633],[53.45569542],[235.00352247],[55.08126479],[61.71664783],[212.50924722],[14.99889913],[268.40343268],[153.55654918],[231.24501024],[89.38963128],[62.5928494],[115.22760319],[36.32064798],[103.99013725],[203.10859817],[342.86666782],[42.16048267],[34.00134716],[138.77868634],[333.34538534],[67.59726127],[175.77818401],[67.2791152],[33.61106563],[205.62815186],[61.84823401],[53.31044658],[183.71004832],[45.9075516],[260.44810918],[158.22407344],[55.57021655],[154.35823274],[56.37481947],[283.02116255],[127.23280905],[62.87065769],[106.02498585],[165.11046235],[125.04853389],[93.00595729],[79.72997638],[70.80026888]
334,[65.9647645],[79.8279955],[50.27805286],[73.89859695],[61.97157633],[24.94267957],[343.54855037],[91.16891199],[151.68255813],[154.42415616],[42.86725407],[52.89305975],[165.98704479],[158.70668543],[52.19922212],[98.35727263],[81.95740186],[70.25609676],[114.26569381],[62.3366649],[52.81863746],[239.53176313],[56.31489529],[63.09922825],[208.73908246],[14.75765028],[269.10437833],[152.57108426],[234.01825892],[90.67242267],[62.92567907],[115.89908027],[37.44359736],[105.39936173],[203.83501432],[344.97374312],[43.04608353],[33.5503502],[139.70914409],[336.00409],[68.23746724],[181.33920645],[69.13843254],[33.91886198],[206.61385804],[62.5633453],[53.63932015],[185.54020692],[47.08676017],[269.62085247],[158.92659488],[56.76706847],[157.54709679],[57.41388175],[286.3001419],[128.56136753],[64.27891461],[106.09562858],[165.42849522],[127.33712188],[94.42002115],[80.46036511],[71.91065692]
335,[66.88453449],[79.6838504],[50.98160699],[74.46427915],[62.79186437],[24.78770464],[340.19042444],[92.75080764],[153.84457908],[156.10696138],[43.20197175],[53.46095821],[165.83947642],[160.98039084],[52.14502124],[98.32141612],[82.04466986],[70.61153161],[114.48295363],[63.12261137],[53.60442704],[240.12394801],[55.82140957],[63.14658651],[212.92558204],[14.68311891],[271.42235206],[153.18832257],[237.90059024],[90.39425752],[61.99997432],[118.2996723],[37.43084159],[103.98667924],[206.33984376],[350.56517627],[42.76515307],[33.05892053],[140.09349597],[343.17510848],[68.16417105],[180.53047698],[69.39371371],[33.76836238],[209.43421635],[63.24699108],[54.55493802],[184.54608349],[47.23803438],[270.56632363],[158.67144968],[57.11526013],[157.62706345],[57.64083323],[286.55491654],[128.20907124],[65.8820126],[107.52715495],[166.06940931],[125.58470908],[94.9095229],[80.84877807],[72.75348834]
336,[66.16529169],[82.24593481],[51.71995815],[75.99427198],[65.14566056],[25.2219334],[357.5142929],[92.98367545],[160.43388834],[166.7143698],[45.72997851],[55.69127697],[165.11848564],[167.41666791],[52.83270187],[101.41510922],[82.7799091],[71.51964337],[117.84545111],[64.08878745],[55.61816008],[245.21120489],[57.92573243],[62.94857077],[224.16019726],[14.85830815],[269.4132517],[156.27605529],[255.14721138],[92.34077083],[64.06842635],[120.91928091],[38.19629431],[107.707262],[213.46896887],[361.63835811],[42.94048046],[33.73111057],[142.63458957],[356.87701636],[69.00803588],[184.66143419],[70.7530359],[34.86373695],[218.57291276],[64.13012316],[56.28509921],[188.37195591],[48.81220316],[275.37828768],[161.73198371],[58.27940464],[160.68021194],[59.73890832],[298.58596589],[133.75501707],[66.67512976],[108.36869483],[167.89526362],[130.35869726],[98.34792792],[83.84925771],[74.67560038]
337,[65.05676527],[82.61543389],[51.58565416],[76.47080658],[65.52216342],[25.39050865],[355.11404721],[92.55325083],[156.40239848],[167.49027135],[46.57535972],[56.16660766],[165.61153991],[169.46798991],[52.84102829],[101.14808863],[82.65848772],[72.89270264],[117.58151322],[64.04284935],[54.75952041],[244.30167492],[57.57859463],[63.82632308],[224.26902271],[15.02669117],[266.08666787],[156.65913618],[265.56704989],[90.91475223],[63.18029244],[120.6723508],[38.43905088],[108.67831322],[213.12558817],[360.33897949],[43.20104718],[33.63029328],[142.64694626],[355.83654424],[68.743997],[183.18956476],[70.72115058],[35.06400932],[217.09287505],[65.10122579],[56.15004153],[185.36907489],[49.85128112],[276.33078021],[160.89655907],[58.36030653],[159.53236816],[60.27340173],[298.51353186],[134.12242553],[66.41878439],[106.2798237],[168.04596358],[128.90092376],[98.65756965],[85.28344154],[75.23888326]
338,[64.46936703],[85.86497508],[51.73784001],[75.68025227],[65.47708307],[24.82157131],[354.10039142],[89.91826405],[155.8667707],[166.87985685],[46.84796682],[54.65426258],[166.84341525],[164.60575269],[52.54193906],[100.12870166],[81.7447422],[70.96423054],[115.61718572],[61.96384436],[54.25875296],[241.27530546],[57.93004277],[63.84864845],[222.68891966],[14.71238347],[263.34787016],[157.18905155],[266.9252695],[90.08349295],[62.4387936],[118.23070189],[37.79432775],[107.24035937],[211.56985662],[358.98813961],[42.5184624],[33.12202016],[140.03773198],[350.39448351],[68.9802735],[181.82150536],[70.40811362],[34.94378258],[217.01338062],[64.92300649],[56.29274676],[184.63665736],[49.93706955],[276.87089257],[161.21776467],[57.7832068],[159.16584166],[60.12172732],[298.84272462],[130.3284708],[66.59344496],[104.56959481],[172.29143228],[126.75426684],[96.87407254],[85.14575578],[74.76791537]
